药品分类,商品名称,包装规格,生产厂家,批准文号,采购价,折扣价,销量
中成药,肠泰合剂,100ml / 大包装：120 瓶                    ,吉林省力胜制药有限公司,国药准字B20020151,￥19.50/瓶,￥17.94,44
中成药,小儿咳喘灵颗粒,2G*12袋/盒 / 大包装：160 盒                    ,湖北香连药业有限责任公司,国药准字Z42020877,￥6.80/盒,￥6.25,325
中成药,山楂麦曲颗粒,15克*6袋/盒                    ,广州诺金制药,国药准字Z44022519,￥6.38/盒,￥5.86,1492
中成药,解表追风丸,2.5g*10丸/盒 / 大包装：200 盒                    ,广东联康药业有限公司,国药准字Z44023003,￥16.00/盒,￥14.72,6262
中成药,正胃片,0.75g*24片/盒                    ,云南海沣药业有限公司,国药准字Z53020296,￥4.80/盒,￥4.41,300
中成药,麝香壮骨膏,7cm*10cm*8片 / 大包装：400 盒                    ,湖北威仕生物药业股份有限公司,国药准字Z42020155,￥3.00/盒,￥2.76,10147
中成药,养血生发胶囊,0.5g*30s / 大包装：200 瓶                    ,广东益和堂制药,国药准字Z44020231,￥6.20/瓶,￥5.70,197
中成药,肾宝糖浆,10ml*10支 / 大包装：40 盒                    ,江西广恩和药业股份有限公司,国药准字Z36020473,￥35.00/盒,￥32.20,485
中成药,口服葡萄糖,500g/包 / 大包装：40 包                    ,普宁市润汰实业有限公司,QS445223020131,￥4.50/包,￥4.14,2998
中成药,抗妇炎胶囊,0.35g*24粒/盒 / 大包装：300 盒                    ,贵州远程制药有限责任公司,国药准字Z20025698,￥19.00/盒,￥17.48,956
中成药,复方金钱草颗粒,10g*22袋 / 大包装：60 包                    ,广西万通制药有限公司,国药准字Z45021680,￥28.00/包,￥25.76,2443
中成药,肺宁颗粒,10g*10袋 / 大包装：160 盒                    ,吉林省罗邦药业有限公司,国药准字Z22025957,￥7.90/盒,￥7.26,1179
中成药,元胡止痛片,0.25g*100片 / 大包装：300 瓶                    ,商丘市金马药业有限公司,国药准字Z41021497,￥2.20/瓶,￥2.02,686
中成药,坤灵丸,30丸*2板                    ,天津天士力（辽宁）制药有限责任公司,国药准字Z21021219,￥13.50/盒,￥12.42,67
中成药,治咳川贝枇杷露,150ML / 大包装：96 瓶                    ,广州潘高寿药业股份有限公司,国药准字Z44022393,￥12.80/瓶,￥11.77,78083
中成药,咳特灵胶囊,30粒 / 大包装：400 瓶                    ,广东一片天医药集团制药有限公司,国药准字Z44020652,￥4.50/瓶,￥4.14,60401
中成药,舒肝健胃丸,6克*6袋 / 大包装：200 盒                    ,山西华康药业,国药准字Z14020369,￥5.15/盒,￥4.73,2594
中成药,利咽灵片,0.44g*24片薄膜衣)                    ,长春海外制药集团有限公司,国药准字Z20083438,￥11.50/盒,￥10.58,118
中成药,伤湿止痛膏,7cm*10cm*8贴(微孔透气型） / 大包装：400 盒                    ,黄石市力康药业有限公司,国药准字Z42020233,￥3.86/盒,￥3.55,100
中成药,补脾益肠丸,72G / 大包装：200 瓶                    ,广州白云山陈李济药厂有限公司,国药准字Z44022627,￥14.20/瓶,￥13.06,4347
中成药,小儿咽扁颗粒,8g*6袋 / 大包装：180 盒                    ,山西澳迩药业有限公司,国药准字Z20063834,￥4.00/盒,￥3.68,10382
中成药,香连片,0.3g*30片 / 大包装：360 盒                    ,湖北香连药业有限责任公司,国药准字Z10900035,￥23.00/盒,￥21.16,315
中成药,京都念慈菴蜜炼川贝枇杷膏,75ML / 大包装：96 瓶                    ,京都念慈菴总厂有限公司,ZC20160004,￥19.80/瓶,￥18.21,10068
中成药,蜜炼桔梗枇杷膏【敬修堂】,150毫升 / 大包装：72 瓶                    ,汕头市利是堂保健食品厂,QS4405 0601 4993,￥8.50/瓶,￥7.82,2180
中成药,芩黄喉症胶囊,0.4克*12粒/盒 / 大包装：400 盒                    ,大连汉方药业有限公司,国药准字Z20026601,￥3.20/盒,￥2.94,1359
中成药,喉症丸,60S*2瓶                    ,广州敬修堂药业有限公司,国药准字Z44020859,￥3.90/盒,￥3.58,604
中成药,麝香壮骨膏,6.5cm*10cm*8贴（微孔透气型）                    ,黄石市力康药业有限公司,国药准字Z42020231,￥3.50/盒,￥3.22,62
中成药,珍菊降压片,0.24g*60片 / 大包装：200 瓶                    ,江西南昌桑海制药厂,国药准字Z20055390,￥6.50/瓶,￥5.98,4690
中成药,蛇胆川贝散,0.3g*2瓶*10袋 / 大包装：120 盒                    ,广州白云山奇星药业有限公司,国药准字Z44020752,￥30.80/盒,￥28.33,13521
中成药,腹可安片,12片/板*2板/盒 / 大包装：400 盒                    ,中山市恒生药业,国药准字Z44020173,￥4.50/盒,￥4.14,3050
中成药,口洁喷雾剂,15毫升×200盒                    ,广州白云山医药集团股份有限公司白云山何济公制药厂,国药准字Z20027494,￥10.40/瓶,￥9.56,247
中成药,清淋颗粒,10g*6袋 / 大包装：100 合                    ,哈尔滨中药六厂有限公司,国药准字Z23020238,￥8.50/合,￥7.82,2532
中成药,参苓健脾胃颗粒,10克*10袋/盒 / 大包装：120 盒                    ,昆明中药厂有限公司,国药准字Z53020789,￥14.00/盒,￥12.88,942
中成药,三蛇胆川贝糖浆,10ml*10支/盒 / 大包装：80 盒                    ,湖北太子药业有限公司,国药准字Z42020330,￥8.20/盒,￥7.54,80
中成药,乳增宁片,0.6g*24s                    ,深圳三顺制药,国药准字Z19991056,￥19.30/盒,￥17.75,711
中成药,消炎止咳片,0.3g*24片/盒 / 大包装：600 盒                    ,中山市恒生药业有限公司,国药准字Z20054832,￥1.55/盒,￥1.42,25680
中成药,野木瓜注射液,2ml*10支 / 大包装：300 盒                    ,广东新峰药业股份有限公司,国药准字Z44021243,￥24.00/盒,￥22.08,7062
中成药,滋肾育胎丸,60G / 大包装：100 瓶                    ,广州白云山中一药业有限公司,国药准字Z44020008,￥105.00/瓶,￥96.60,2046
中成药,复方板蓝根颗粒,15g*15袋 / 大包装：60 包                    ,广西金嗓子药业股份有限公司,国药准字Z45020828,￥9.80/包,￥9.01,90
中成药,康复新液,100ml/瓶 / 大包装：100 盒                    ,湖南科伦制药有限公司,国药准字Z43020995,￥18.70/盒,￥17.20,4154
中成药,骨筋丸胶囊,0.3g*36粒                    ,哈尔滨同一堂药业有限公司,国药准字Z23022180,￥7.50/盒,￥6.90,97
中成药,小儿肺炎散,0.6g/袋*8袋/盒 / 大包装：300 盒                    ,安阳路德药业,国药准字Z41020995,￥6.80/盒,￥6.25,8
中成药,风油精,3ml/瓶 / 大包装：1000 瓶                    ,福建太平洋制药有限公司,国药准字Z35020456,￥1.68/瓶,￥1.54,11293
中成药,益气养血口服液,10ML*10支/盒 / 大包装：60 盒                    ,吉林省银诺克药业有限公司,国药准字Z20063861,￥9.80/盒,￥9.01,2258
中成药,烂积丸,6g*10袋                    ,河南金鸿堂制药有限公司,国药准字Z41021559,￥1.50/盒,￥1.38,13
中成药,生脉饮(党参方),10ml*10支 / 大包装：40 盒                    ,北京同仁堂科技发展股份有限公司制药厂,国药准字Z11020372,￥16.50/盒,￥15.18,380
中成药,复方公英片,24s*2板                    ,河南兴源制药有限公司,国药准字Z41020270,￥2.90/盒,￥2.66,5
中成药,风油精,3ML/瓶                    ,浙江康恩贝制,国药准字Z33020481,￥2.00/瓶,￥1.84,3357
中成药,葛根芩连片,2*15片/板/盒 / 大包装：300 盒                    ,陕西利君现代中药有限公司,国药准字Z61021340,￥8.80/盒,￥8.09,1949
中成药,黄连上清片,24片*2板 / 大包装：400 盒                    ,贵州百灵,国药准字Z52020123,￥3.15/盒,￥2.89,6960
中成药,牛黄降压丸,1.6*10丸 / 大包装：80 盒                    ,北京同仁堂股份有限公司同仁堂制药厂,国药准字Z11020199,￥10.00/盒,￥9.20,4845
中成药,维C银翘片,18S / 大包装：600 瓶                    ,广州花城药业有限公司,国药准字Z44020339,￥2.90/瓶,￥2.66,10468
中成药,复方血栓通胶囊,30S / 大包装：300 盒                    ,广东众生药业有限公司,国药准字Z20030017,￥23.60/盒,￥21.71,34383
中成药,感冒灵颗粒,10克*6袋/盒 / 大包装：150 盒                    ,广州白云山医药集团股份有限公司白云山何济公制药厂,国药准字Z44022063,￥5.80/盒,￥5.33,10016
中成药,小儿止咳糖浆,100ml/瓶 / 大包装：80 瓶                    ,安徽东盛友邦制药有限公司,国药准字Z34020459,￥5.25/瓶,￥4.83,1428
中成药,咳速停糖浆,250ml / 大包装：60 瓶                    ,贵州百灵企业集团制药股份有限公司,国药准字Z20025238,￥17.80/瓶,￥16.37,1664
中成药,参苓白术丸,6g*10袋 / 大包装：200 盒                    ,河南金鸿堂制药有限公司,国药准字Z41021554,￥8.00/盒,￥7.36,54
中成药,鼻舒适片,60片 / 大包装：480 瓶                    ,广东新峰药业股份有限公司,国药准字Z44022750,￥2.80/瓶,￥2.57,3880
中成药,香菊片,0.3g*12片*3板 / 大包装：200 盒                    ,陕西白云制药有限公司,国药准字Z61020503,￥9.80/盒,￥9.01,2139
中成药,桂枝茯苓胶囊,100粒 / 大包装：160 盒                    ,江苏康缘药业股份有限公司,国药准字Z10950005,￥47.50/盒,￥43.70,3872
中成药,牛黄解毒丸,3G*10丸 / 大包装：100 盒                    ,佛山冯了性药业有限公司,国药准字Z44022899,￥6.98/盒,￥6.42,8621
中成药,小儿感冒颗粒【好酷娃】,12g*6袋 / 大包装：200 盒                    ,广西南珠制药有限公司,国药准字Z45021269,￥7.50/盒,￥6.90,28
中成药,全天麻胶囊,0.5g*12粒/盒 / 大包装：200 盒                    ,贵州盛世龙方制药股份有限公司,国药准字Z52020425,￥5.90/盒,￥5.42,2932
中成药,板蓝根颗粒,3g*18袋/包                    ,云南玉药生物制药有限公司,国药准字Z53021009,￥8.20/包,￥7.54,123
中成药,脑安胶囊,0.4g*20粒/盒 / 大包装：200 盒                    ,辽源誉隆亚东药业有限责任公司,国药准字Z10940065,￥20.50/盒,￥18.86,1517
中成药,小儿利湿止泻颗粒,5g*6袋/盒 / 大包装：240 盒                    ,青海鲁抗大地药业有限公司,国药准字Z20025982,￥10.20/盒,￥9.38,83
中成药,龙胆泻肝丸,6g*10袋 / 大包装：200 盒                    ,河南金鸿堂制药有限公司,国药准字Z41021619,￥4.00/盒,￥3.68,50
中成药,川贝清肺糖浆,100ml / 大包装：80 瓶                    ,漳州片仔癀药业,国药准字Z35020239,￥7.80/瓶,￥7.17,1272
中成药,蒲公英片,12片*4板/盒 / 大包装：200 盒                    ,河南省济源市济世药业有限公司,国药准字Z41020236,￥5.50/盒,￥5.06,2080
中成药,维C银翘片,12片 / 大包装：300 盒                    ,国药集团德众(佛山)药业有限公司,国药准字Z20013140,￥3.88/盒,￥3.56,72292
中成药,【百泉】舒筋活血片,24片*2板/盒 / 大包装：200 盒                    ,河南省百泉制,国药准字Z41021524,￥3.55/盒,￥3.26,1499
中成药,小儿咳喘灵颗粒,2g*12袋 / 大包装：200 盒                    ,哈尔滨三乐生物工程有限公司,国药准字Z20053782,￥5.50/盒,￥5.06,69
中成药,冠心丹参胶囊,0.3g*60粒/瓶/盒 / 大包装：240 盒                    ,国药集团致君(深圳)坪山制药有限公司,国药准字Z10970060,￥15.50/盒,￥14.26,351
中成药,木香顺气丸,6g*8袋 / 大包装：200 盒                    ,陕西香菊药业集团有限公司,国药准字Z61020574,￥4.50/盒,￥4.14,1409
中成药,珍菊降压片,60片 / 大包装：300 瓶                    ,亚宝药业集团股份有限公司,国药准字Z14020772,￥10.00/瓶,￥9.20,10076
中成药,清喉咽颗粒,18g/袋*9袋/盒 / 大包装：78 盒                    ,广西万寿堂药,国药准字Z45022159,￥9.25/盒,￥8.51,2437
中成药,穿心莲内酯滴丸,0.15g*15袋 / 大包装：300 盒                    ,天士力医药集团股份有限公司,国药准字Z20040078,￥19.80/盒,￥18.21,270
中成药,急支糖浆,100ml/瓶 / 大包装：60 瓶                    ,太极集团重庆.,国药准字Z50020615,￥12.50/瓶,￥11.50,25389
中成药,清热解毒口服液,10毫升*6支 / 大包装：150 盒                    ,湖北午时药业,国药准字Z42020033,￥5.60/盒,￥5.15,3010
中成药,骨刺平片,100片 / 大包装：200 瓶                    ,国药集团德众(佛山)药业有限公司,国药准字Z44022360,￥8.50/瓶,￥7.82,9480
中成药,前列通片,108S / 大包装：200 瓶                    ,广州白云山中一药业有限公司,国药准字Z44022456,￥22.00/瓶,￥20.24,7140
中成药,田七花叶颗粒,10g*10袋/盒                    ,云南玉药生物制药有限公司,国药准字Z53020617,￥5.50/盒,￥5.06,140
中成药,心宝丸,60mg*20丸 / 大包装：600 盒                    ,广东心宝药业科技有限公司,国药准字Z44021843,￥10.80/盒,￥9.93,4127
中成药,暖胃舒乐胶囊,0.3g*36粒 / 大包装：360 盒                    ,吉林百琦药业有限公司,国药准字Z20060119,￥9.20/盒,￥8.46,26
中成药,板蓝根颗粒,10g*20袋 / 大包装：60 包                    ,四川逢春制药有限公司,国药准字Z51022421,￥5.50/包,￥5.06,1095
中成药,保济丸,3.7g*20瓶 / 大包装：100 盒                    ,广州王老吉药业股份有限公司,国药准字Z44020610,￥9.20/盒,￥8.46,102592
中成药,复方金银花颗粒,10克*6袋 / 大包装：240 盒                    ,哈尔滨大洋制药股份有限公司,国药准字Z20043790,￥5.30/盒,￥4.87,3256
中成药,灯盏花素片,0.155g*20片 / 大包装：500 盒                    ,云南玉药生物制药有限公司,国药准字Z20113008,￥4.90/盒,￥4.50,826
中成药,枣参合剂,10ml*12支/盒 / 大包装：48 盒                    ,精诚徽药药业股份有限公司,国药准字Z20026004,￥32.80/盒,￥30.17,118
中成药,肠康片,15片*2板（薄膜衣片） / 大包装：400 盒                    ,湖南湘泉药业股份有限公司,国药准字Z43020073,￥4.70/盒,￥4.32,6809
中成药,加味逍遥丸,6克*10袋 / 大包装：100 盒                    ,河北万岁药业有限公司,国药准字Z13020130,￥6.00/盒,￥5.52,1093
中成药,痔疮胶囊,0.35g*15粒*3板/盒 / 大包装：300 盒                    ,吉林百琦药业有限公司,国药准字Z20080666,￥9.20/盒,￥8.46,172
中成药,六味地黄丸,200丸/瓶/盒 / 大包装：200 盒                    ,湖北瑞华制药,国药准字Z42021656,￥3.20/盒,￥2.94,1724
中成药,野木瓜片,0.42g*100s / 大包装：300 瓶                    ,石药控股集团广西泰诺制药有限公司,国药准字Z20063830,￥4.58/瓶,￥4.21,21139
中成药,降脂减肥片,0.3g*100片/瓶                    ,江西南昌桑海制药厂,国药准字Z20054612,￥25.00/瓶,￥23.00,235
中成药,咽炎片,12片*2板 / 大包装：400 盒                    ,华润三九(黄石)药业有限公司,国药准字Z42021062,￥5.50/盒,￥5.06,11146
中成药,宁心宝胶囊,0.25g*10粒*3板 / 大包装：200 盒                    ,云南玉药生物制药有限公司,国药准字Z53021002,￥5.90/盒,￥5.42,381
中成药,参苓蛤蚧合剂,10ml*12支/盒 / 大包装：48 盒                    ,精诚徽药药业股份有限公司,国药准字B20020010,￥62.50/盒,￥57.50,61
中成药,四季感冒胶囊【三精】,0.35g*24片/盒 / 大包装：400 盒                    ,哈药集团三精千鹤制药有限公司,国药准字Z20050579,￥6.30/盒,￥5.79,4685
中成药,莱阳梨膏,150g / 大包装：100 瓶                    ,山东泰谊制药有限公司,国药准字Z37021216,￥9.80/瓶,￥9.01,245
